Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
2.5120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5120,3,8.2319,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5460,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.5460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5460,3,8.2318,2.1561,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5780,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.5780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5780,3,8.2317,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6120,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6120,3,8.2315,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6460,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6460,3,8.2314,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6460,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6460,3,8.2314,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.7020,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.7020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.7020,3,8.2312,2.1559,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.7120,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.7120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.7120,3,8.2312,2.1559,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.7320,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
