Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
2.3020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3020,3,8.2327,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.3340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3340,3,8.2326,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.3680,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.3680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.3680,3,8.2325,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4020,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4020,3,8.2323,2.1562,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4340,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4340,3,8.2322,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.4660,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.4660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.4660,3,8.2321,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5000,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.5000,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5000,3,8.2320,2.1561,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5320,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.5320,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5320,3,8.2318,2.1561,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.5680,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.5680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.5680,3,8.2317,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6000,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6000,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6000,3,8.2316,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6340,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6340,3,8.2315,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.6660,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.6660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.6660,3,8.2313,2.1560,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.7000,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.7000,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.7000,3,8.2312,2.1559,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.7340,1,4.9246,0.8650,0.1739,-0.0006,0.0036,0.0007,0.0000,0.0000,0.0000
2.7340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.7340,3,8.2311,2.1559,-0.0006,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
